year,state,month,number,date,Random
2002,Paraiba,Novembro,238,1/1/2002,93
2003,Paraiba,Novembro,538,1/1/2003,44
2004,Paraiba,Novembro,331,1/1/2004,1
2005,Paraiba,Novembro,280,1/1/2005,46
2006,Paraiba,Novembro,215,1/1/2006,56
2007,Paraiba,Novembro,256,1/1/2007,49
2008,Paraiba,Novembro,175,1/1/2008,37
2009,Paraiba,Novembro,428,1/1/2009,1
2010,Paraiba,Novembro,451,1/1/2010,55
2011,Paraiba,Novembro,359,1/1/2011,90
2012,Paraiba,Novembro,130,1/1/2012,78
2013,Paraiba,Novembro,95,1/1/2013,50
2014,Paraiba,Novembro,111,1/1/2014,17
2015,Paraiba,Novembro,206,1/1/2015,66
2016,Paraiba,Novembro,132,1/1/2016,10
2017,Paraiba,Novembro,101,1/1/2017,63
1998,Paraiba,Dezembro,51,1/1/1998,77
1999,Paraiba,Dezembro,40,1/1/1999,25
2000,Paraiba,Dezembro,34,1/1/2000,17
2001,Paraiba,Dezembro,70,1/1/2001,56
2002,Paraiba,Dezembro,163,1/1/2002,6
2003,Paraiba,Dezembro,288,1/1/2003,13
2004,Paraiba,Dezembro,351,1/1/2004,81
2005,Paraiba,Dezembro,159,1/1/2005,92
2006,Paraiba,Dezembro,196,1/1/2006,20
2007,Paraiba,Dezembro,,1/1/2007,5
2008,Paraiba,Dezembro,187,1/1/2008,32
2009,Paraiba,Dezembro,270,1/1/2009,66
2010,Paraiba,Dezembro,65,1/1/2010,41
2011,Paraiba,Dezembro,179,1/1/2011,93
2012,Paraiba,Dezembro,62,1/1/2012,7
2013,Paraiba,Dezembro,78,1/1/2013,59
2014,Paraiba,Dezembro,62,1/1/2014,68
2015,Paraiba,Dezembro,122,1/1/2015,56
2016,Paraiba,Dezembro,8,1/1/2016,33
1998,Paraiba,Janeiro,0,1/1/1998,20
1999,Paraiba,Janeiro,7,1/1/1999,57
2000,Paraiba,Janeiro,49,1/1/2000,52
2001,Paraiba,Janeiro,32,1/1/2001,96
2002,Paraiba,Janeiro,47,1/1/2002,47
2003,Paraiba,Janeiro,109,1/1/2003,89
2004,Paraiba,Janeiro,88,1/1/2004,42
2005,Paraiba,Janeiro,55,1/1/2005,58
2006,Paraiba,Janeiro,78,1/1/2006,88
2007,Paraiba,Janeiro,11,1/1/2007,83
2008,Paraiba,Janeiro,35,1/1/2008,15
2009,Paraiba,Janeiro,35,1/1/2009,64
2010,Paraiba,Janeiro,18,1/1/2010,14
2011,Paraiba,Janeiro,,1/1/2011,11
2012,Paraiba,Janeiro,31,1/1/2012,96
2013,Paraiba,Janeiro,28,1/1/2013,16
2014,Paraiba,Janeiro,86,1/1/2014,75
2015,Paraiba,Janeiro,120,1/1/2015,26
2016,Paraiba,Janeiro,113,1/1/2016,61
2017,Paraiba,Janeiro,55,1/1/2017,12
1998,Paraiba,Fevereiro,,1/1/1998,5
1999,Paraiba,Fevereiro,22,1/1/1999,58
2000,Paraiba,Fevereiro,67,1/1/2000,77
2001,Paraiba,Fevereiro,8,1/1/2001,19
2002,Paraiba,Fevereiro,24,1/1/2002,80
2003,Paraiba,Fevereiro,46,1/1/2003,32
2004,Paraiba,Fevereiro,42,1/1/2004,3
2005,Paraiba,Fevereiro,77,1/1/2005,88
2006,Paraiba,Fevereiro,60,1/1/2006,31
2007,Paraiba,Fevereiro,32,1/1/2007,66
2008,Paraiba,Fevereiro,38,1/1/2008,72
2009,Paraiba,Fevereiro,21,1/1/2009,98
2010,Paraiba,Fevereiro,46,1/1/2010,85
2011,Paraiba,Fevereiro,8,1/1/2011,42
2012,Paraiba,Fevereiro,40,1/1/2012,77
2013,Paraiba,Fevereiro,9,1/1/2013,46
2014,Paraiba,Fevereiro,52,1/1/2014,71
2015,Paraiba,Fevereiro,58,1/1/2015,99
2016,Paraiba,Fevereiro,31,1/1/2016,30
2017,Paraiba,Fevereiro,60,1/1/2017,55
1998,Paraiba,Março,0,1/1/1998,19
1999,Paraiba,Março,40,1/1/1999,100
2000,Paraiba,Março,52,1/1/2000,97
2001,Paraiba,Março,12,1/1/2001,97
2002,Paraiba,Março,18,1/1/2002,63
2003,Paraiba,Março,76,1/1/2003,77
2004,Paraiba,Março,83,1/1/2004,29
2005,Paraiba,Março,84,1/1/2005,37
2006,Paraiba,Março,56,1/1/2006,88
2007,Paraiba,Março,54,1/1/2007,79
2008,Paraiba,Março,43,1/1/2008,60
2009,Paraiba,Março,57,1/1/2009,94
2010,Paraiba,Março,22,1/1/2010,52
2011,Paraiba,Março,21,1/1/2011,95
2012,Paraiba,Março,55,1/1/2012,87
2013,Paraiba,Março,18,1/1/2013,29
2014,Paraiba,Março,42,1/1/2014,88
2015,Paraiba,Março,55,1/1/2015,74
2016,Paraiba,Março,63,1/1/2016,48
2017,Paraiba,Março,43,1/1/2017,32
1998,Paraiba,Abril,0,1/1/1998,88
1999,Paraiba,Abril,39,1/1/1999,65
2000,Paraiba,Abril,51,1/1/2000,7
2001,Paraiba,Abril,43,1/1/2001,22
2002,Paraiba,Abril,84,1/1/2002,94
2003,Paraiba,Abril,130,1/1/2003,13
2004,Paraiba,Abril,68,1/1/2004,84
2005,Paraiba,Abril,22,1/1/2005,31
2006,Paraiba,Abril,49,1/1/2006,72
2007,Paraiba,Abril,14,1/1/2007,85
2008,Paraiba,Abril,62,1/1/2008,47
2009,Paraiba,Abril,80,1/1/2009,45
2010,Paraiba,Abril,71,1/1/2010,31
2011,Paraiba,Abril,38,1/1/2011,9
2012,Paraiba,Abril,38,1/1/2012,57
2013,Paraiba,Abril,72,1/1/2013,38
2014,Paraiba,Abril,38,1/1/2014,41
2015,Paraiba,Abril,83,1/1/2015,80
2016,Paraiba,Abril,167,1/1/2016,22
2017,Paraiba,Abril,77,1/1/2017,24
1998,Paraiba,Maio,0,1/1/1998,57
1999,Paraiba,Maio,57,1/1/1999,81
2000,Paraiba,Maio,43,1/1/2000,9
2001,Paraiba,Maio,26,1/1/2001,93
2002,Paraiba,Maio,65,1/1/2002,18
2003,Paraiba,Maio,115,1/1/2003,90
2004,Paraiba,Maio,9,1/1/2004,67
2005,Paraiba,Maio,125,1/1/2005,39
2006,Paraiba,Maio,90,1/1/2006,12
2007,Paraiba,Maio,14,1/1/2007,25
2008,Paraiba,Maio,41,1/1/2008,0
2009,Paraiba,Maio,117,1/1/2009,47
2010,Paraiba,Maio,39,1/1/2010,85
2011,Paraiba,Maio,97,1/1/2011,9
2012,Paraiba,Maio,86,1/1/2012,3
2013,Paraiba,Maio,85,1/1/2013,80
2014,Paraiba,Maio,109,1/1/2014,20
2015,Paraiba,Maio,77,1/1/2015,48
2016,Paraiba,Maio,72,1/1/2016,24
2017,Paraiba,Maio,49,1/1/2017,97
1998,Paraiba,Junho,36,1/1/1998,63
1999,Paraiba,Junho,31,1/1/1999,60
2000,Paraiba,Junho,53,1/1/2000,47
2001,Paraiba,Junho,43,1/1/2001,4
2002,Paraiba,Junho,115,1/1/2002,47
2003,Paraiba,Junho,159,1/1/2003,61
2004,Paraiba,Junho,147,1/1/2004,39
2005,Paraiba,Junho,114,1/1/2005,100
2006,Paraiba,Junho,62,1/1/2006,96
2007,Paraiba,Junho,57,1/1/2007,59
2008,Paraiba,Junho,17,1/1/2008,100
2009,Paraiba,Junho,105,1/1/2009,59
2010,Paraiba,Junho,55,1/1/2010,22
2011,Paraiba,Junho,162,1/1/2011,24
2012,Paraiba,Junho,77,1/1/2012,13
2013,Paraiba,Junho,52,1/1/2013,86
2014,Paraiba,Junho,112,1/1/2014,22
2015,Paraiba,Junho,201,1/1/2015,98
2016,Paraiba,Junho,238,1/1/2016,35
2017,Paraiba,Junho,169,1/1/2017,85
1998,Paraiba,Julho,59,1/1/1998,29
1999,Paraiba,Julho,94,1/1/1999,19
2000,Paraiba,Julho,98,1/1/2000,52
2001,Paraiba,Julho,122,1/1/2001,99
2002,Paraiba,Julho,172,1/1/2002,77
2003,Paraiba,Julho,101,1/1/2003,22
2004,Paraiba,Julho,148,1/1/2004,85
2005,Paraiba,Julho,155,1/1/2005,23
2006,Paraiba,Julho,139,1/1/2006,91
2007,Paraiba,Julho,60,1/1/2007,41
2008,Paraiba,Julho,87,1/1/2008,28
2009,Paraiba,Julho,34,1/1/2009,48
2010,Paraiba,Julho,,1/1/2010,5
2011,Paraiba,Julho,262,1/1/2011,26
2012,Paraiba,Julho,111,1/1/2012,25
2013,Paraiba,Julho,168,1/1/2013,17
2014,Paraiba,Julho,215,1/1/2014,99
2015,Paraiba,Julho,137,1/1/2015,4
2016,Paraiba,Julho,504,1/1/2016,12
2017,Paraiba,Julho,891,1/1/2017,12
1998,Paraiba,Agosto,42,1/1/1998,20
1999,Paraiba,Agosto,938,1/1/1999,37
2000,Paraiba,Agosto,849,1/1/2000,98
2001,Paraiba,Agosto,342,1/1/2001,12
2002,Paraiba,Agosto,1.593,1/1/2002,14
2003,Paraiba,Agosto,1.896,1/1/2003,8
2004,Paraiba,Agosto,1.237,1/1/2004,62
2005,Paraiba,Agosto,800,1/1/2005,53
2006,Paraiba,Agosto,844,1/1/2006,97
2007,Paraiba,Agosto,580,1/1/2007,96
2008,Paraiba,Agosto,,1/1/2008,5
2009,Paraiba,Agosto,844,1/1/2009,10
2010,Paraiba,Agosto,733,1/1/2010,34
2011,Paraiba,Agosto,435,1/1/2011,26
2012,Paraiba,Agosto,522,1/1/2012,17
2013,Paraiba,Agosto,481,1/1/2013,61
2014,Paraiba,Agosto,646,1/1/2014,3
2015,Paraiba,Agosto,651,1/1/2015,8
2016,Paraiba,Agosto,1.01,1/1/2016,29
2017,Paraiba,Agosto,987,1/1/2017,30
1998,Paraiba,Setembro,61,1/1/1998,44
1999,Paraiba,Setembro,878,1/1/1999,53
2000,Paraiba,Setembro,381,1/1/2000,25
2001,Paraiba,Setembro,258,1/1/2001,54
2002,Paraiba,Setembro,1.071,1/1/2002,25
2003,Paraiba,Setembro,2.446,1/1/2003,15
2004,Paraiba,Setembro,1.36,1/1/2004,37
2005,Paraiba,Setembro,386,1/1/2005,94
2006,Paraiba,Setembro,866,1/1/2006,75
2007,Paraiba,Setembro,960,1/1/2007,1
2008,Paraiba,Setembro,413,1/1/2008,57
2009,Paraiba,Setembro,149,1/1/2009,80
2010,Paraiba,Setembro,270,1/1/2010,10
2011,Paraiba,Setembro,913,1/1/2011,37
2012,Paraiba,Setembro,459,1/1/2012,59
2013,Paraiba,Setembro,476,1/1/2013,3
2014,Paraiba,Setembro,443,1/1/2014,1
2015,Paraiba,Setembro,599,1/1/2015,58
2016,Paraiba,Setembro,1.371,1/1/2016,37
2017,Paraiba,Setembro,1.706,1/1/2017,79
1998,Paraiba,Outubro,61,1/1/1998,96
1999,Paraiba,Outubro,452,1/1/1999,64
2000,Paraiba,Outubro,658,1/1/2000,69
2001,Paraiba,Outubro,209,1/1/2001,12
2002,Paraiba,Outubro,399,1/1/2002,89
2003,Paraiba,Outubro,1.228,1/1/2003,65
2004,Paraiba,Outubro,666,1/1/2004,89
2005,Paraiba,Outubro,157,1/1/2005,83
2006,Paraiba,Outubro,327,1/1/2006,100
2007,Paraiba,Outubro,194,1/1/2007,81
2008,Paraiba,Outubro,78,1/1/2008,16
2009,Paraiba,Outubro,424,1/1/2009,36
2010,Paraiba,Outubro,230,1/1/2010,14
2011,Paraiba,Outubro,256,1/1/2011,50
2012,Paraiba,Outubro,145,1/1/2012,19
2013,Paraiba,Outubro,233,1/1/2013,50
2014,Paraiba,Outubro,411,1/1/2014,46
2015,Paraiba,Outubro,158,1/1/2015,21
2016,Paraiba,Outubro,193,1/1/2016,8
2017,Paraiba,Outubro,134,1/1/2017,45
1998,Paraiba,Novembro,143,1/1/1998,6
1999,Paraiba,Novembro,447,1/1/1999,92
2000,Paraiba,Novembro,85,1/1/2000,16
2001,Paraiba,Novembro,89,1/1/2001,77
2002,Paraiba,Novembro,425,1/1/2002,20
2003,Paraiba,Novembro,503,1/1/2003,0
2004,Paraiba,Novembro,388,1/1/2004,24
2005,Paraiba,Novembro,597,1/1/2005,100
2006,Paraiba,Novembro,60,1/1/2006,92
2007,Paraiba,Novembro,59,1/1/2007,57
2008,Paraiba,Novembro,39,1/1/2008,98
2009,Paraiba,Novembro,90,1/1/2009,41
2010,Paraiba,Novembro,183,1/1/2010,30
2011,Paraiba,Novembro,138,1/1/2011,18
2012,Paraiba,Novembro,142,1/1/2012,33
2013,Paraiba,Novembro,126,1/1/2013,34
2014,Paraiba,Novembro,68,1/1/2014,0
2015,Paraiba,Novembro,18,1/1/2015,68
2016,Paraiba,Novembro,275,1/1/2016,48
2017,Paraiba,Novembro,292,1/1/2017,75
1998,Paraiba,Dezembro,82,1/1/1998,70
1999,Paraiba,Dezembro,254,1/1/1999,73
2000,Paraiba,Dezembro,159,1/1/2000,85
2001,Paraiba,Dezembro,85,1/1/2001,91
2002,Paraiba,Dezembro,165,1/1/2002,21
2003,Paraiba,Dezembro,171,1/1/2003,29
2004,Paraiba,Dezembro,151,1/1/2004,87
2005,Paraiba,Dezembro,40,1/1/2005,88
2006,Paraiba,Dezembro,6,1/1/2006,38
2007,Paraiba,Dezembro,22,1/1/2007,91
2008,Paraiba,Dezembro,62,1/1/2008,61
2009,Paraiba,Dezembro,30,1/1/2009,2
2010,Paraiba,Dezembro,37,1/1/2010,54
2011,Paraiba,Dezembro,78,1/1/2011,36
2012,Paraiba,Dezembro,54,1/1/2012,68
2013,Paraiba,Dezembro,155,1/1/2013,17
2014,Paraiba,Dezembro,78,1/1/2014,54
2015,Paraiba,Dezembro,30,1/1/2015,18
2016,Paraiba,Dezembro,45,1/1/2016,51
1998,Pernambuco,Janeiro,0,1/1/1998,85
1999,Pernambuco,Janeiro,102,1/1/1999,19
2000,Pernambuco,Janeiro,3,1/1/2000,51
2001,Pernambuco,Janeiro,7,1/1/2001,61
2002,Pernambuco,Janeiro,10,1/1/2002,40
2003,Pernambuco,Janeiro,188,1/1/2003,70
2004,Pernambuco,Janeiro,29,1/1/2004,87
2005,Pernambuco,Janeiro,221,1/1/2005,71
2006,Pernambuco,Janeiro,148,1/1/2006,28
2007,Pernambuco,Janeiro,156,1/1/2007,28
2008,Pernambuco,Janeiro,170,1/1/2008,58
2009,Pernambuco,Janeiro,256,1/1/2009,59
2010,Pernambuco,Janeiro,,1/1/2010,11
2011,Pernambuco,Janeiro,49,1/1/2011,82
2012,Pernambuco,Janeiro,146,1/1/2012,68
2013,Pernambuco,Janeiro,55,1/1/2013,38
2014,Pernambuco,Janeiro,99,1/1/2014,53
2015,Pernambuco,Janeiro,109,1/1/2015,23
2016,Pernambuco,Janeiro,24,1/1/2016,41
2017,Pernambuco,Janeiro,52,1/1/2017,66
1998,Pernambuco,Fevereiro,0,1/1/1998,89
1999,Pernambuco,Fevereiro,13,1/1/1999,15
2000,Pernambuco,Fevereiro,4,1/1/2000,27
2001,Pernambuco,Fevereiro,2,1/1/2001,62
2002,Pernambuco,Fevereiro,,1/1/2002,5
2003,Pernambuco,Fevereiro,35,1/1/2003,78
2004,Pernambuco,Fevereiro,8,1/1/2004,82
2005,Pernambuco,Fevereiro,33,1/1/2005,12
2006,Pernambuco,Fevereiro,41,1/1/2006,83
2007,Pernambuco,Fevereiro,21,1/1/2007,65
2008,Pernambuco,Fevereiro,48,1/1/2008,85
2009,Pernambuco,Fevereiro,28,1/1/2009,76
2010,Pernambuco,Fevereiro,33,1/1/2010,63
2011,Pernambuco,Fevereiro,25,1/1/2011,54
2012,Pernambuco,Fevereiro,64,1/1/2012,66
2013,Pernambuco,Fevereiro,29,1/1/2013,31
2014,Pernambuco,Fevereiro,25,1/1/2014,42
2015,Pernambuco,Fevereiro,55,1/1/2015,54
2016,Pernambuco,Fevereiro,19,1/1/2016,29
2017,Pernambuco,Fevereiro,23,1/1/2017,76
1998,Pernambuco,Março,0,1/1/1998,74
1999,Pernambuco,Março,27,1/1/1999,71
2000,Pernambuco,Março,14,1/1/2000,28
2001,Pernambuco,Março,0,1/1/2001,41
2002,Pernambuco,Março,24,1/1/2002,15
2003,Pernambuco,Março,9,1/1/2003,99
2004,Pernambuco,Março,6,1/1/2004,64
2005,Pernambuco,Março,45,1/1/2005,53
2006,Pernambuco,Março,,1/1/2006,5
2007,Pernambuco,Março,4,1/1/2007,28
2008,Pernambuco,Março,32,1/1/2008,50
2009,Pernambuco,Março,15,1/1/2009,18
2010,Pernambuco,Março,59,1/1/2010,69
2011,Pernambuco,Março,39,1/1/2011,3
2012,Pernambuco,Março,44,1/1/2012,37
2013,Pernambuco,Março,40,1/1/2013,28
2014,Pernambuco,Março,36,1/1/2014,60
2015,Pernambuco,Março,33,1/1/2015,93
2016,Pernambuco,Março,4,1/1/2016,81
2017,Pernambuco,Março,7,1/1/2017,75
1998,Pernambuco,Abril,0,1/1/1998,27
1999,Pernambuco,Abril,2,1/1/1999,76
2000,Pernambuco,Abril,1,1/1/2000,73
2001,Pernambuco,Abril,,1/1/2001,11
2002,Pernambuco,Abril,5,1/1/2002,14
2003,Pernambuco,Abril,7,1/1/2003,66
2004,Pernambuco,Abril,5,1/1/2004,63
2005,Pernambuco,Abril,1,1/1/2005,45
2006,Pernambuco,Abril,2,1/1/2006,14
2007,Pernambuco,Abril,1,1/1/2007,12
2008,Pernambuco,Abril,5,1/1/2008,81
2009,Pernambuco,Abril,3,1/1/2009,50
2010,Pernambuco,Abril,2,1/1/2010,81
2011,Pernambuco,Abril,22,1/1/2011,25
2012,Pernambuco,Abril,46,1/1/2012,100
2013,Pernambuco,Abril,11,1/1/2013,28
2014,Pernambuco,Abril,10,1/1/2014,41
2015,Pernambuco,Abril,30,1/1/2015,41
2016,Pernambuco,Abril,8,1/1/2016,27
2017,Pernambuco,Abril,9,1/1/2017,94
1998,Pernambuco,Maio,0,1/1/1998,96
1999,Pernambuco,Maio,6,1/1/1999,79
2000,Pernambuco,Maio,7,1/1/2000,76
2001,Pernambuco,Maio,5,1/1/2001,66
2002,Pernambuco,Maio,13,1/1/2002,80
2003,Pernambuco,Maio,1,1/1/2003,97
2004,Pernambuco,Maio,2,1/1/2004,53
2005,Pernambuco,Maio,,1/1/2005,5
2006,Pernambuco,Maio,1,1/1/2006,93
2007,Pernambuco,Maio,0,1/1/2007,39
2008,Pernambuco,Maio,0,1/1/2008,29
2009,Pernambuco,Maio,0,1/1/2009,45
2010,Pernambuco,Maio,8,1/1/2010,51
2011,Pernambuco,Maio,1,1/1/2011,94
2012,Pernambuco,Maio,36,1/1/2012,89
2013,Pernambuco,Maio,9,1/1/2013,13
2014,Pernambuco,Maio,4,1/1/2014,86
2015,Pernambuco,Maio,17,1/1/2015,83
2016,Pernambuco,Maio,6,1/1/2016,84
2017,Pernambuco,Maio,13,1/1/2017,74
1998,Pernambuco,Junho,1,1/1/1998,96
1999,Pernambuco,Junho,7,1/1/1999,60
2000,Pernambuco,Junho,4,1/1/2000,75
2001,Pernambuco,Junho,2,1/1/2001,42
2002,Pernambuco,Junho,1,1/1/2002,43
2003,Pernambuco,Junho,2,1/1/2003,57
2004,Pernambuco,Junho,4,1/1/2004,8
2005,Pernambuco,Junho,3,1/1/2005,60
2006,Pernambuco,Junho,0,1/1/2006,29
2007,Pernambuco,Junho,1,1/1/2007,76
2008,Pernambuco,Junho,0,1/1/2008,54
2009,Pernambuco,Junho,1,1/1/2009,15
2010,Pernambuco,Junho,1,1/1/2010,90
2011,Pernambuco,Junho,4,1/1/2011,16
2012,Pernambuco,Junho,12,1/1/2012,74
2013,Pernambuco,Junho,12,1/1/2013,82
2014,Pernambuco,Junho,3,1/1/2014,49
2015,Pernambuco,Junho,3,1/1/2015,6
2016,Pernambuco,Junho,4,1/1/2016,20
2017,Pernambuco,Junho,5,1/1/2017,98
1998,Pernambuco,Julho,5,1/1/1998,29
1999,Pernambuco,Julho,2,1/1/1999,62
2000,Pernambuco,Julho,0,1/1/2000,34
2001,Pernambuco,Julho,6,1/1/2001,67
2002,Pernambuco,Julho,8,1/1/2002,36
2003,Pernambuco,Julho,5,1/1/2003,56
2004,Pernambuco,Julho,13,1/1/2004,38
2005,Pernambuco,Julho,1,1/1/2005,78
2006,Pernambuco,Julho,1,1/1/2006,39
2007,Pernambuco,Julho,3,1/1/2007,61
2008,Pernambuco,Julho,0,1/1/2008,83
2009,Pernambuco,Julho,1,1/1/2009,47
2010,Pernambuco,Julho,7,1/1/2010,2
2011,Pernambuco,Julho,2,1/1/2011,98
2012,Pernambuco,Julho,,1/1/2012,5
2013,Pernambuco,Julho,4,1/1/2013,46
2014,Pernambuco,Julho,11,1/1/2014,30
2015,Pernambuco,Julho,13,1/1/2015,85
2016,Pernambuco,Julho,17,1/1/2016,3
2017,Pernambuco,Julho,2,1/1/2017,1
1998,Pernambuco,Agosto,12,1/1/1998,84
1999,Pernambuco,Agosto,3,1/1/1999,22
2000,Pernambuco,Agosto,31,1/1/2000,49
2001,Pernambuco,Agosto,27,1/1/2001,4
2002,Pernambuco,Agosto,37,1/1/2002,99
2003,Pernambuco,Agosto,26,1/1/2003,99
2004,Pernambuco,Agosto,41,1/1/2004,60
2005,Pernambuco,Agosto,10,1/1/2005,12
2006,Pernambuco,Agosto,8,1/1/2006,90
2007,Pernambuco,Agosto,20,1/1/2007,62
2008,Pernambuco,Agosto,2,1/1/2008,2
2009,Pernambuco,Agosto,10,1/1/2009,74
2010,Pernambuco,Agosto,29,1/1/2010,77
2011,Pernambuco,Agosto,27,1/1/2011,21
2012,Pernambuco,Agosto,27,1/1/2012,66
2013,Pernambuco,Agosto,14,1/1/2013,63
2014,Pernambuco,Agosto,23,1/1/2014,89
2015,Pernambuco,Agosto,21,1/1/2015,49
2016,Pernambuco,Agosto,42,1/1/2016,25
2017,Pernambuco,Agosto,20,1/1/2017,67
1998,Pernambuco,Setembro,177,1/1/1998,69
1999,Pernambuco,Setembro,64,1/1/1999,14
2000,Pernambuco,Setembro,130,1/1/2000,31
2001,Pernambuco,Setembro,298,1/1/2001,10
2002,Pernambuco,Setembro,374,1/1/2002,28
2003,Pernambuco,Setembro,510,1/1/2003,78
2004,Pernambuco,Setembro,192,1/1/2004,48
2005,Pernambuco,Setembro,154,1/1/2005,59
2006,Pernambuco,Setembro,147,1/1/2006,62
2007,Pernambuco,Setembro,164,1/1/2007,72
2008,Pernambuco,Setembro,92,1/1/2008,70
2009,Pernambuco,Setembro,164,1/1/2009,56
2010,Pernambuco,Setembro,179,1/1/2010,23
2011,Pernambuco,Setembro,243,1/1/2011,56
2012,Pernambuco,Setembro,192,1/1/2012,23
2013,Pernambuco,Setembro,143,1/1/2013,9
2014,Pernambuco,Setembro,63,1/1/2014,98
2015,Pernambuco,Setembro,116,1/1/2015,87
2016,Pernambuco,Setembro,171,1/1/2016,89
2017,Pernambuco,Setembro,69,1/1/2017,88
1998,Pernambuco,Outubro,372,1/1/1998,91
1999,Pernambuco,Outubro,180,1/1/1999,37
2000,Pernambuco,Outubro,411,1/1/2000,9
2001,Pernambuco,Outubro,461,1/1/2001,38
2002,Pernambuco,Outubro,638,1/1/2002,14
2003,Pernambuco,Outubro,859,1/1/2003,63
2004,Pernambuco,Outubro,,1/1/2004,5
2005,Pernambuco,Outubro,408,1/1/2005,88
2006,Pernambuco,Outubro,310,1/1/2006,90
2007,Pernambuco,Outubro,702,1/1/2007,92
2008,Pernambuco,Outubro,274,1/1/2008,92
2009,Pernambuco,Outubro,254,1/1/2009,50
2010,Pernambuco,Outubro,347,1/1/2010,13
2011,Pernambuco,Outubro,461,1/1/2011,59
2012,Pernambuco,Outubro,,1/1/2012,11
2013,Pernambuco,Outubro,161,1/1/2013,48
2014,Pernambuco,Outubro,174,1/1/2014,71
2015,Pernambuco,Outubro,194,1/1/2015,81
2016,Pernambuco,Outubro,319,1/1/2016,19
2017,Pernambuco,Outubro,256,1/1/2017,17
1998,Pernambuco,Novembro,141,1/1/1998,60
1999,Pernambuco,Novembro,41,1/1/1999,68
2000,Pernambuco,Novembro,64,1/1/2000,61
2001,Pernambuco,Novembro,208,1/1/2001,76
2002,Pernambuco,Novembro,521,1/1/2002,99
2003,Pernambuco,Novembro,560,1/1/2003,83
2004,Pernambuco,Novembro,465,1/1/2004,90
2005,Pernambuco,Novembro,452,1/1/2005,0
2006,Pernambuco,Novembro,385,1/1/2006,21
2007,Pernambuco,Novembro,,1/1/2007,11
2008,Pernambuco,Novembro,363,1/1/2008,27
2009,Pernambuco,Novembro,486,1/1/2009,97
2010,Pernambuco,Novembro,831,1/1/2010,26
2011,Pernambuco,Novembro,352,1/1/2011,99
2012,Pernambuco,Novembro,181,1/1/2012,98
2013,Pernambuco,Novembro,110,1/1/2013,92
2014,Pernambuco,Novembro,111,1/1/2014,48
2015,Pernambuco,Novembro,,1/1/2015,11
2016,Pernambuco,Novembro,191,1/1/2016,42
2017,Pernambuco,Novembro,66,1/1/2017,52
1998,Pernambuco,Dezembro,59,1/1/1998,66
1999,Pernambuco,Dezembro,16,1/1/1999,1
2000,Pernambuco,Dezembro,22,1/1/2000,55
2001,Pernambuco,Dezembro,62,1/1/2001,9
2002,Pernambuco,Dezembro,259,1/1/2002,22
2003,Pernambuco,Dezembro,229,1/1/2003,64
2004,Pernambuco,Dezembro,373,1/1/2004,66
2005,Pernambuco,Dezembro,191,1/1/2005,58
2006,Pernambuco,Dezembro,207,1/1/2006,19
2007,Pernambuco,Dezembro,200,1/1/2007,91
2008,Pernambuco,Dezembro,203,1/1/2008,28
2009,Pernambuco,Dezembro,351,1/1/2009,64
2010,Pernambuco,Dezembro,117,1/1/2010,15
2011,Pernambuco,Dezembro,364,1/1/2011,82
2012,Pernambuco,Dezembro,108,1/1/2012,67
2013,Pernambuco,Dezembro,141,1/1/2013,18
2014,Pernambuco,Dezembro,101,1/1/2014,70
2015,Pernambuco,Dezembro,176,1/1/2015,6
2016,Pernambuco,Dezembro,161,1/1/2016,8
1998,Piau,Janeiro,0,1/1/1998,20
1999,Piau,Janeiro,21,1/1/1999,41
2000,Piau,Janeiro,5,1/1/2000,61
2001,Piau,Janeiro,29,1/1/2001,73
2002,Piau,Janeiro,33,1/1/2002,24
2003,Piau,Janeiro,86,1/1/2003,6
2004,Piau,Janeiro,42,1/1/2004,2
2005,Piau,Janeiro,94,1/1/2005,54
2006,Piau,Janeiro,133,1/1/2006,16
2007,Piau,Janeiro,123,1/1/2007,1
2008,Piau,Janeiro,61,1/1/2008,79
2009,Piau,Janeiro,79,1/1/2009,57
2010,Piau,Janeiro,99,1/1/2010,10
2011,Piau,Janeiro,39,1/1/2011,96
2012,Piau,Janeiro,80,1/1/2012,18
2013,Piau,Janeiro,72,1/1/2013,20
2014,Piau,Janeiro,79,1/1/2014,75
2015,Piau,Janeiro,92,1/1/2015,25
2016,Piau,Janeiro,94,1/1/2016,99
2017,Piau,Janeiro,85,1/1/2017,48
1998,Piau,Fevereiro,0,1/1/1998,54
1999,Piau,Fevereiro,22,1/1/1999,57
2000,Piau,Fevereiro,12,1/1/2000,96
2001,Piau,Fevereiro,0,1/1/2001,26
2002,Piau,Fevereiro,160,1/1/2002,95
2003,Piau,Fevereiro,3,1/1/2003,32
2004,Piau,Fevereiro,20,1/1/2004,85
2005,Piau,Fevereiro,26,1/1/2005,34
2006,Piau,Fevereiro,23,1/1/2006,87
2007,Piau,Fevereiro,11,1/1/2007,35
2008,Piau,Fevereiro,21,1/1/2008,28
2009,Piau,Fevereiro,19,1/1/2009,13
2010,Piau,Fevereiro,54,1/1/2010,71
2011,Piau,Fevereiro,11,1/1/2011,66
2012,Piau,Fevereiro,31,1/1/2012,49
2013,Piau,Fevereiro,68,1/1/2013,16
2014,Piau,Fevereiro,14,1/1/2014,100
2015,Piau,Fevereiro,38,1/1/2015,10
2016,Piau,Fevereiro,97,1/1/2016,33
2017,Piau,Fevereiro,24,1/1/2017,75
